Waldort,WE-Typ,U,I_A,W_S,SW,STOE,VTYP,UELH,UENH,VB
15785,NG,0,0,0,0,0,0,0,0,0
15786,NG,0,0,0,0,0,0,0,0,0
158A1,WO,0,0,0,0,0,0,0,0,0
158A2,WO,0,0,0,0,0,0,0,0,0
158A3,WO,0,0,0,0,0,0,0,0,0
158B1,WO,0,0,0,0,0,0,0,0,0
158B2,WO,0,0,0,0,0,0,0,0,0
158C0,WO,0,0,0,0,0,0,0,0,0
158D1,WO,0,0,0,0,0,0,0,0,0
158D2,WO,0,0,0,0,0,0,0,0,0
158D3,WO,0,0,0,0,0,0,0,0,0
158E0,WO,0,0,0,0,0,0,0,0,0
158F0,WO,0,0,0,0,0,0,0,0,0
158G0,WO,0,0,0,0,0,0,0,0,0
158H1,WO,0,0,0,0,0,0,0,0,0
158H2,WO,0,0,0,0,0,0,0,0,0
158I0,WO,0,0,0,0,0,0,0,0,0
158J0,WO,0,0,0,0,0,0,0,0,0
158K0,WO,0,0,0,0,0,0,0,0,0
158L0,WO,0,0,0,0,0,0,0,0,0
158M0,WO,0,0,0,0,0,0,0,0,0
158N0,WO,0,0,0,0,0,0,0,0,0
158O0,WO,0,0,0,0,0,0,0,0,0
158P0,WO,0,0,0,0,0,0,0,0,0
158Q0,WO,0,0,0,0,0,0,0,0,0
15831,NG,0,0,0,0,0,0,0,0,0
15841,NG,0,0,0,0,0,0,0,0,0
159A0,WO,0,0,0,0,0,0,0,0,0
159C1,WO,0,0,0,0,0,0,0,0,0
159C2,WO,0,0,0,0,0,0,0,0,0
159C3,WO,0,0,0,0,0,0,0,0,0
159D1,WO,0,0,0,0,0,0,0,0,0
159D2,WO,0,0,0,0,0,0,0,0,0
159D3,WO,0,0,0,0,0,0,0,0,0
159D4,WO,0,0,0,0,0,0,0,0,0
159E1,WO,0,0,0,0,0,0,0,0,0
159E2,WO,0,0,0,0,0,0,0,0,0
159F1,WO,0,0,0,0,0,0,0,0,0
159F2,WO,0,0,0,0,0,0,0,0,0
159G1,WO,0,0,0,0,0,0,0,0,0
159G2,WO,0,0,0,0,0,0,0,0,0
159H0,WO,0,0,0,0,0,0,0,0,0
159I1,WO,0,0,0,0,0,0,0,0,0
159I2,WO,0,0,0,0,0,0,0,0,0
159I3,WO,0,0,0,0,0,0,0,0,0
159J0,WO,0,0,0,0,0,0,0,0,0
159K1,WO,0,0,0,0,0,0,0,0,0
159K2,WO,0,0,0,0,0,0,0,0,0
159K3,WO,0,0,0,0,0,0,0,0,0
159L1,WO,0,0,0,0,0,0,0,0,0
159L2,WO,0,0,0,0,0,0,0,0,0
159L3,WO,0,0,0,0,0,0,0,0,0
159L4,WO,0,0,0,0,0,0,0,0,0
159L5,WO,0,0,0,0,0,0,0,0,0
15931,NG,0,0,0,0,0,0,0,0,0
15941,NG,0,0,0,0,0,0,0,0,0
15942,NG,0,0,0,0,0,0,0,0,0
160A0,WO,0,0,0,0,0,0,0,0,0
160B1,WO,0,0,0,0,0,0,0,0,0
160B2,WO,0,0,0,0,0,0,0,0,0
160C1,WO,0,0,0,0,0,0,0,0,0
160C2,WO,0,0,0,0,0,0,0,0,0
160C3,WO,0,0,0,0,0,0,0,0,0
160C4,WO,0,0,0,0,0,0,0,0,0
160C5,WO,0,0,0,0,0,0,0,0,0
160C6,WO,0,0,0,0,0,0,0,0,0
160C7,WO,0,0,0,0,0,0,0,0,0
160D1,WO,0,0,0,0,0,0,0,0,0
160D2,WO,0,0,0,0,0,0,0,0,0
160E0,WO,0,0,0,0,0,0,0,0,0
160F1,WO,0,0,0,0,0,0,0,0,0
160F2,WO,0,0,0,0,0,0,0,0,0
160F3,WO,0,0,0,0,0,0,0,0,0
160F4,WO,0,0,0,0,0,0,0,0,0
160F5,WO,0,0,0,0,0,0,0,0,0
160G1,WO,0,0,0,0,0,0,0,0,0
160G2,WO,0,0,0,0,0,0,0,0,0
160H1,WO,0,0,0,0,0,0,0,0,0
160H2,WO,0,0,0,0,0,0,0,0,0
160H3,WO,0,0,0,0,0,0,0,0,0
160J0,WO,0,0,0,0,0,0,0,0,0
160K1,WO,0,0,0,0,0,0,0,0,0
160K2,WO,0,0,0,0,0,0,0,0,0
160L0,WO,0,0,0,0,0,0,0,0,0
160M0,WO,0,0,0,0,0,0,0,0,0
160N1,WO,0,0,0,0,0,0,0,0,0
160N2,WO,0,0,0,0,0,0,0,0,0
160P0,WO,0,0,0,0,0,0,0,0,0
160Q1,WO,0,0,0,0,0,0,0,0,0
160Q2,WO,0,0,0,0,0,0,0,0,0
160Q3,WO,0,0,0,0,0,0,0,0,0
160Q4,WO,0,0,0,0,0,0,0,0,0
160Q5,WO,0,0,0,0,0,0,0,0,0
160R0,WO,0,0,0,0,0,0,0,0,0
160S1,WO,0,0,0,0,0,0,0,0,0
160S2,WO,0,0,0,0,0,0,0,0,0
160T0,WO,0,0,0,0,0,0,0,0,0
160U1,WO,0,0,0,0,0,0,0,0,0
160U2,WO,0,0,0,0,0,0,0,0,0
160U3,WO,0,0,0,0,0,0,0,0,0
160U4,WO,0,0,0,0,0,0,0,0,0
160U5,WO,0,0,0,0,0,0,0,0,0
160U6,WO,0,0,0,0,0,0,0,0,0
160V1,WO,0,0,0,0,0,0,0,0,0
160V2,WO,0,0,0,0,0,0,0,0,0
160V3,WO,0,0,0,0,0,0,0,0,0
16031,NG,0,0,0,0,0,0,0,0,0
16032,NG,0,0,0,0,0,0,0,0,0
16041,NG,0,0,0,0,0,0,0,0,0
16042,NG,0,0,0,0,0,0,0,0,0
161A1,WO,0,0,0,0,0,0,0,0,0
161A2,WO,0,0,0,0,0,0,0,0,0
161A3,WO,0,0,0,0,0,0,0,0,0
161B0,WO,0,0,0,0,0,0,0,0,0
161C1,WO,0,0,0,0,0,0,0,0,0
161C2,WO,0,0,0,0,0,0,0,0,0
161C3,WO,0,0,0,0,0,0,0,0,0
161D1,WO,0,0,0,0,0,0,0,0,0
161D2,WO,0,0,0,0,0,0,0,0,0
161E1,WO,0,0,0,0,0,0,0,0,0
161E2,WO,0,0,0,0,0,0,0,0,0
161F1,WO,0,0,0,0,0,0,0,0,0
161F2,WO,0,0,0,0,0,0,0,0,0
161F3,WO,0,0,0,0,0,0,0,0,0
161F4,WO,0,0,0,0,0,0,0,0,0
161G1,WO,0,0,0,0,0,0,0,0,0
161G2,WO,0,0,0,0,0,0,0,0,0
161G3,WO,0,0,0,0,0,0,0,0,0
161G4,WO,0,0,0,0,0,0,0,0,0
161H1,WO,0,0,0,0,0,0,0,0,0
161H2,WO,0,0,0,0,0,0,0,0,0
161H3,WO,0,0,0,0,0,0,0,0,0
161H4,WO,0,0,0,0,0,0,0,0,0
161I1,WO,0,0,0,0,0,0,0,0,0
161I2,WO,0,0,0,0,0,0,0,0,0
161I3,WO,0,0,0,0,0,0,0,0,0
161I4,WO,0,0,0,0,0,0,0,0,0
161J0,WO,0,0,0,0,0,0,0,0,0
161K1,WO,0,0,0,0,0,0,0,0,0
161K2,WO,0,0,0,0,0,0,0,0,0
161K3,WO,0,0,0,0,0,0,0,0,0
161L1,WO,0,0,0,0,0,0,0,0,0
161L2,WO,0,0,0,0,0,0,0,0,0
161M1,WO,0,0,0,0,0,0,0,0,0
161M2,WO,0,0,0,0,0,0,0,0,0
161M3,WO,0,0,0,0,0,0,0,0,0
16131,NG,0,0,0,0,0,0,0,0,0
16141,NG,0,0,0,0,0,0,0,0,0
16151,NG,0,0,0,0,0,0,0,0,0
16191,NG,0,0,0,0,0,0,0,0,0
162A1,WO,0,0,0,0,0,0,0,0,0
162A2,WO,0,0,0,0,0,0,0,0,0
162A3,WO,0,0,0,0,0,0,0,0,0
162A4,WO,0,0,0,0,0,0,0,0,0
162B1,WO,0,0,0,0,0,0,0,0,0
162B2,WO,0,0,0,0,0,0,0,0,0
162B3,WO,0,0,0,0,0,0,0,0,0
162C1,WO,0,0,0,0,0,0,0,0,0
162C2,WO,0,0,0,0,0,0,0,0,0
162C3,WO,0,0,0,0,0,0,0,0,0
162D1,WO,0,0,0,0,0,0,0,0,0
162D2,WO,0,0,0,0,0,0,0,0,0
162D3,WO,0,0,0,0,0,0,0,0,0
162E1,WO,0,0,0,0,0,0,0,0,0
162E2,WO,0,0,0,0,0,0,0,0,0
162E3,WO,0,0,0,0,0,0,0,0,0
16231,NG,0,0,0,0,0,0,0,0,0
16232,NG,0,0,0,0,0,0,0,0,0
163A1,WO,0,0,0,0,0,0,0,0,0
163A2,WO,0,0,0,0,0,0,0,0,0
163A3,WO,0,0,0,0,0,0,0,0,0
163B1,WO,0,0,0,0,0,0,0,0,0
163B2,WO,0,0,0,0,0,0,0,0,0
163B3,WO,0,0,0,0,0,0,0,0,0
163C0,WO,0,0,0,0,0,0,0,0,0
163D0,WO,0,0,0,0,0,0,0,0,0
163E0,WO,0,0,0,0,0,0,0,0,0
163F1,WO,0,0,0,0,0,0,0,0,0
163F2,WO,0,0,0,0,0,0,0,0,0
163F3,WO,0,0,0,0,0,0,0,0,0
163I1,WO,0,0,0,0,0,0,0,0,0
163I2,WO,0,0,0,0,0,0,0,0,0
163I3,WO,0,0,0,0,0,0,0,0,0
163I4,WO,0,0,0,0,0,0,0,0,0
163I5,WO,0,0,0,0,0,0,0,0,0
163J0,WO,0,0,0,0,0,0,0,0,0
163K0,WO,0,0,0,0,0,0,0,0,0
163L1,WO,0,0,0,0,0,0,0,0,0
163L2,WO,0,0,0,0,0,0,0,0,0
163M1,WO,0,0,0,0,0,0,0,0,0
163M2,WO,0,0,0,0,0,0,0,0,0
163N1,WO,0,0,0,0,0,0,0,0,0
163N2,WO,0,0,0,0,0,0,0,0,0
163N3,WO,0,0,0,0,0,0,0,0,0
163O0,WO,0,0,0,0,0,0,0,0,0
163P0,WO,0,0,0,0,0,0,0,0,0
16331,NG,0,0,0,0,0,0,0,0,0
16332,NG,0,0,0,0,0,0,0,0,0
16341,NG,0,0,0,0,0,0,0,0,0
164A1,WO,0,0,0,0,0,0,0,0,0
164A2,WO,0,0,0,0,0,0,0,0,0
164B0,WO,0,0,0,0,0,0,0,0,0
164C1,WO,0,0,0,0,0,0,0,0,0
164C2,WO,0,0,0,0,0,0,0,0,0
164C3,WO,0,0,0,0,0,0,0,0,0
164D0,WO,0,0,0,0,0,0,0,0,0
164E0,WO,0,0,0,0,0,0,0,0,0
164F1,WO,0,0,0,0,0,0,0,0,0
164F2,WO,0,0,0,0,0,0,0,0,0
164F3,WO,0,0,0,0,0,0,0,0,0
164G0,WO,0,0,0,0,0,0,0,0,0
164H0,WO,0,0,0,0,0,0,0,0,0
164I0,WO,0,0,0,0,0,0,0,0,0
164J0,WO,0,0,0,0,0,0,0,0,0
164K1,WO,0,0,0,0,0,0,0,0,0
164K2,WO,0,0,0,0,0,0,0,0,0
164L0,WO,0,0,0,0,0,0,0,0,0
164M0,WO,0,0,0,0,0,0,0,0,0
164N0,WO,0,0,0,0,0,0,0,0,0
16431,NG,0,0,0,0,0,0,0,0,0
16432,NG,0,0,0,0,0,0,0,0,0
16441,NG,0,0,0,0,0,0,0,0,0
16451,NG,0,0,0,0,0,0,0,0,0
16452,NG,0,0,0,0,0,0,0,0,0
16453,NG,0,0,0,0,0,0,0,0,0
16454,NG,0,0,0,0,0,0,0,0,0
165A0,WO,0,0,0,0,0,0,0,0,0
165B1,WO,0,0,0,0,0,0,0,0,0
165B2,WO,0,0,0,0,0,0,0,0,0
165B3,WO,0,0,0,0,0,0,0,0,0
165C1,WO,0,0,0,0,0,0,0,0,0
165C2,WO,0,0,0,0,0,0,0,0,0
165C3,WO,0,0,0,0,0,0,0,0,0
165D0,WO,0,0,0,0,0,0,0,0,0
165E0,WO,0,0,0,0,0,0,0,0,0
165F0,WO,0,0,0,0,0,0,0,0,0
165G1,WO,0,0,0,0,0,0,0,0,0
165G2,WO,0,0,0,0,0,0,0,0,0
165G3,WO,0,0,0,0,0,0,0,0,0
165G4,WO,0,0,0,0,0,0,0,0,0
165H1,WO,0,0,0,0,0,0,0,0,0
165H2,WO,0,0,0,0,0,0,0,0,0
165I1,WO,0,0,0,0,0,0,0,0,0
165I2,WO,0,0,0,0,0,0,0,0,0
165I3,WO,0,0,0,0,0,0,0,0,0
165I4,WO,0,0,0,0,0,0,0,0,0
165J0,WO,0,0,0,0,0,0,0,0,0
16531,NG,0,0,0,0,0,0,0,0,0
16541,NG,0,0,0,0,0,0,0,0,0
16551,NG,0,0,0,0,0,0,0,0,0
166A0,WO,0,0,0,0,0,0,0,0,0
166B0,WO,0,0,0,0,0,0,0,0,0
166C1,WO,0,0,0,0,0,0,0,0,0
166C2,WO,0,0,0,0,0,0,0,0,0
166C3,WO,0,0,0,0,0,0,0,0,0
166D0,WO,0,0,0,0,0,0,0,0,0
166E0,WO,0,0,0,0,0,0,0,0,0
166F0,WO,0,0,0,0,0,0,0,0,0
16631,NG,0,0,0,0,0,0,0,0,0
16641,NG,0,0,0,0,0,0,0,0,0
167A1,WO,0,0,0,0,0,0,0,0,0
167A2,WO,0,0,0,0,0,0,0,0,0
167B0,WO,0,0,0,0,0,0,0,0,0
167C0,WO,0,0,0,0,0,0,0,0,0
167D1,WO,0,0,0,0,0,0,0,0,0
167D2,WO,0,0,0,0,0,0,0,0,0
167D3,WO,0,0,0,0,0,0,0,0,0
167D4,WO,0,0,0,0,0,0,0,0,0
167E1,WO,0,0,0,0,0,0,0,0,0
167E2,WO,0,0,0,0,0,0,0,0,0
167E3,WO,0,0,0,0,0,0,0,0,0
167F0,WO,0,0,0,0,0,0,0,0,0
167G1,WO,0,0,0,0,0,0,0,0,0
167G2,WO,0,0,0,0,0,0,0,0,0
16731,NG,0,0,0,0,0,0,0,0,0
16732,NG,0,0,0,0,0,0,0,0,0
16791,NG,0,0,0,0,0,0,0,0,0
168A1,WO,0,0,0,0,0,0,0,0,0
168A2,WO,0,0,0,0,0,0,0,0,0
168A3,WO,0,0,0,0,0,0,0,0,0
168B1,WO,0,0,0,0,0,0,0,0,0
168B2,WO,0,0,0,0,0,0,0,0,0
168B3,WO,0,0,0,0,0,0,0,0,0
168B4,WO,0,0,0,0,0,0,0,0,0
168C1,WO,0,0,0,0,0,0,0,0,0
168C2,WO,0,0,0,0,0,0,0,0,0
168C3,WO,0,0,0,0,0,0,0,0,0
168C4,WO,0,0,0,0,0,0,0,0,0
168D1,WO,0,0,0,0,0,0,0,0,0
168D2,WO,0,0,0,0,0,0,0,0,0
168D3,WO,0,0,0,0,0,0,0,0,0
168E1,WO,0,0,0,0,0,0,0,0,0
168E2,WO,0,0,0,0,0,0,0,0,0
168E3,WO,0,0,0,0,0,0,0,0,0
168E4,WO,0,0,0,0,0,0,0,0,0
168F1,WO,0,0,0,0,0,0,0,0,0
168F2,WO,0,0,0,0,0,0,0,0,0
168F3,WO,0,0,0,0,0,0,0,0,0
16831,NG,0,0,0,0,0,0,0,0,0
16851,NG,0,0,0,0,0,0,0,0,0
169A0,WO,0,0,0,0,0,0,0,0,0
169B1,WO,0,0,0,0,0,0,0,0,0
169B2,WO,0,0,0,0,0,0,0,0,0
169C1,WO,0,0,0,0,0,0,0,0,0
169C2,WO,0,0,0,0,0,0,0,0,0
169D1,WO,0,0,0,0,0,0,0,0,0
169D2,WO,0,0,0,0,0,0,0,0,0
169D3,WO,0,0,0,0,0,0,0,0,0
169E1,WO,0,0,0,0,0,0,0,0,0
169E2,WO,0,0,0,0,0,0,0,0,0
169E3,WO,0,0,0,0,0,0,0,0,0
169E4,WO,0,0,0,0,0,0,0,0,0
169E5,WO,0,0,0,0,0,0,0,0,0
169E6,WO,0,0,0,0,0,0,0,0,0
16951,NG,0,0,0,0,0,0,0,0,0
16952,NG,0,0,0,0,0,0,0,0,0
170A1,WO,0,0,0,0,0,0,0,0,0
170A2,WO,0,0,0,0,0,0,0,0,0
170A3,WO,0,0,0,0,0,0,0,0,0
170A4,WO,0,0,0,0,0,0,0,0,0
170A5,WO,0,0,0,0,0,0,0,0,0
170B0,WO,0,0,0,0,0,0,0,0,0
170C1,WO,0,0,0,0,0,0,0,0,0
170C2,WO,0,0,0,0,0,0,0,0,0
170C3,WO,0,0,0,0,0,0,0,0,0
170D0,WO,0,0,0,0,0,0,0,0,0
170E0,WO,0,0,0,0,0,0,0,0,0
17031,NG,0,0,0,0,0,0,0,0,0
17032,NG,0,0,0,0,0,0,0,0,0
171A1,WO,0,0,0,0,0,0,0,0,0
171A2,WO,0,0,0,0,0,0,0,0,0
171A3,WO,0,0,0,0,0,0,0,0,0
171B1,WO,0,0,0,0,0,0,0,0,0
171B2,WO,0,0,0,0,0,0,0,0,0
171B3,WO,0,0,0,0,0,0,0,0,0
171B4,WO,0,0,0,0,0,0,0,0,0
171C0,WO,0,0,0,0,0,0,0,0,0
171D1,WO,0,0,0,0,0,0,0,0,0
171D2,WO,0,0,0,0,0,0,0,0,0
171D3,WO,0,0,0,0,0,0,0,0,0
171D4,WO,0,0,0,0,0,0,0,0,0
171D5,WO,0,0,0,0,0,0,0,0,0
171E0,WO,0,0,0,0,0,0,0,0,0
17131,NG,0,0,0,0,0,0,0,0,0
17141,NG,0,0,0,0,0,0,0,0,0
17151,NG,0,0,0,0,0,0,0,0,0
172A1,WO,0,0,0,0,0,0,0,0,0
172A2,WO,0,0,0,0,0,0,0,0,0
172B1,WO,0,0,0,0,0,0,0,0,0
172B2,WO,0,0,0,0,0,0,0,0,0
172B3,WO,0,0,0,0,0,0,0,0,0
172B4,WO,0,0,0,0,0,0,0,0,0
172B5,WO,0,0,0,0,0,0,0,0,0
172C1,WO,0,0,0,0,0,0,0,0,0
172C2,WO,0,0,0,0,0,0,0,0,0
172D1,WO,0,0,0,0,0,0,0,0,0
172D2,WO,0,0,0,0,0,0,0,0,0
172E0,WO,0,0,0,0,0,0,0,0,0
172F1,WO,0,0,0,0,0,0,0,0,0
172F2,WO,0,0,0,0,0,0,0,0,0
172F3,WO,0,0,0,0,0,0,0,0,0
172G0,WO,0,0,0,0,0,0,0,0,0
172H0,WO,0,0,0,0,0,0,0,0,0
172I0,WO,0,0,0,0,0,0,0,0,0
172J0,WO,0,0,0,0,0,0,0,0,0
172K1,WO,0,0,0,0,0,0,0,0,0
172K2,WO,0,0,0,0,0,0,0,0,0
172L0,WO,0,0,0,0,0,0,0,0,0
17231,NG,0,0,0,0,0,0,0,0,0
17232,NG,0,0,0,0,0,0,0,0,0
17241,NG,0,0,0,0,0,0,0,0,0
173A1,WO,0,0,0,0,0,0,0,0,0
173A2,WO,0,0,0,0,0,0,0,0,0
173B1,WO,0,0,0,0,0,0,0,0,0
173B2,WO,0,0,0,0,0,0,0,0,0
173C1,WO,0,0,0,0,0,0,0,0,0
173C2,WO,0,0,0,0,0,0,0,0,0
173D0,WO,0,0,0,0,0,0,0,0,0
17331,NG,0,0,0,0,0,0,0,0,0
174A0,WO,0,0,0,0,0,0,0,0,0
174B1,WO,0,0,0,0,0,0,0,0,0
174B2,WO,0,0,0,0,0,0,0,0,0
174C1,WO,0,0,0,0,0,0,0,0,0
174C2,WO,0,0,0,0,0,0,0,0,0
174C3,WO,0,0,0,0,0,0,0,0,0
174C4,WO,0,0,0,0,0,0,0,0,0
17431,NG,0,0,0,0,0,0,0,0,0
175A1,WO,0,0,0,0,0,0,0,0,0
175A2,WO,0,0,0,0,0,0,0,0,0
175A3,WO,0,0,0,0,0,0,0,0,0
175B0,WO,0,0,0,0,0,0,0,0,0
175C0,WO,0,0,0,0,0,0,0,0,0
175D0,WO,0,0,0,0,0,0,0,0,0
175E0,WO,0,0,0,0,0,0,0,0,0
175F0,WO,0,0,0,0,0,0,0,0,0
175G0,WO,0,0,0,0,0,0,0,0,0
175H0,WO,0,0,0,0,0,0,0,0,0
17581,NG,0,0,0,0,0,0,0,0,0
176A1,WO,0,0,0,0,0,0,0,0,0
176A2,WO,0,0,0,0,0,0,0,0,0
176B1,WO,0,0,0,0,0,0,0,0,0
176B2,WO,0,0,0,0,0,0,0,0,0
176C0,WO,0,0,0,0,0,0,0,0,0
176D0,WO,0,0,0,0,0,0,0,0,0
176E1,WO,0,0,0,0,0,0,0,0,0
176E2,WO,0,0,0,0,0,0,0,0,0
176F1,WO,0,0,0,0,0,0,0,0,0
176F2,WO,0,0,0,0,0,0,0,0,0
176G0,WO,0,0,0,0,0,0,0,0,0
17631,NG,0,0,0,0,0,0,0,0,0
177A1,WO,0,0,0,0,0,0,0,0,0
177A2,WO,0,0,0,0,0,0,0,0,0
177B0,WO,0,0,0,0,0,0,0,0,0
177C0,WO,0,0,0,0,0,0,0,0,0
177D1,WO,0,0,0,0,0,0,0,0,0
177D2,WO,0,0,0,0,0,0,0,0,0
177D3,WO,0,0,0,0,0,0,0,0,0
177D4,WO,0,0,0,0,0,0,0,0,0
177E1,WO,0,0,0,0,0,0,0,0,0
177E2,WO,0,0,0,0,0,0,0,0,0
177E3,WO,0,0,0,0,0,0,0,0,0
177F0,WO,0,0,0,0,0,0,0,0,0
177G0,WO,0,0,0,0,0,0,0,0,0
177H1,WO,0,0,0,0,0,0,0,0,0
177H2,WO,0,0,0,0,0,0,0,0,0
177I0,WO,0,0,0,0,0,0,0,0,0
17731,NG,0,0,0,0,0,0,0,0,0
17751,NG,0,0,0,0,0,0,0,0,0
178A0,WO,0,0,0,0,0,0,0,0,0
178B1,WO,0,0,0,0,0,0,0,0,0
178B2,WO,0,0,0,0,0,0,0,0,0
178B3,WO,0,0,0,0,0,0,0,0,0
178C1,WO,0,0,0,0,0,0,0,0,0
178C2,WO,0,0,0,0,0,0,0,0,0
178C3,WO,0,0,0,0,0,0,0,0,0
178D1,WO,0,0,0,0,0,0,0,0,0
178D2,WO,0,0,0,0,0,0,0,0,0
178E0,WO,0,0,0,0,0,0,0,0,0
178F0,WO,0,0,0,0,0,0,0,0,0
178G1,WO,0,0,0,0,0,0,0,0,0
178G2,WO,0,0,0,0,0,0,0,0,0
178G3,WO,0,0,0,0,0,0,0,0,0
178H1,WO,0,0,0,0,0,0,0,0,0
178H2,WO,0,0,0,0,0,0,0,0,0
17831,NG,0,0,0,0,0,0,0,0,0
179A1,WO,0,0,0,0,0,0,0,0,0
179A2,WO,0,0,0,0,0,0,0,0,0
179B1,WO,0,0,0,0,0,0,0,0,0
179B2,WO,0,0,0,0,0,0,0,0,0
179B3,WO,0,0,0,0,0,0,0,0,0
179C1,WO,0,0,0,0,0,0,0,0,0
179C2,WO,0,0,0,0,0,0,0,0,0
179D1,WO,0,0,0,0,0,0,0,0,0
179D2,WO,0,0,0,0,0,0,0,0,0
179D3,WO,0,0,0,0,0,0,0,0,0
179E1,WO,0,0,0,0,0,0,0,0,0
179E2,WO,0,0,0,0,0,0,0,0,0
179F1,WO,0,0,0,0,0,0,0,0,0
179F2,WO,0,0,0,0,0,0,0,0,0
179G0,WO,0,0,0,0,0,0,0,0,0
17931,NG,0,0,0,0,0,0,0,0,0
180A1,WO,0,0,0,0,0,0,0,0,0
180A2,WO,0,0,0,0,0,0,0,0,0
180A3,WO,0,0,0,0,0,0,0,0,0
180A4,WO,0,0,0,0,0,0,0,0,0
180B0,WO,0,0,0,0,0,0,0,0,0
180C0,WO,0,0,0,0,0,0,0,0,0
180D0,WO,0,0,0,0,0,0,0,0,0
180E1,WO,0,0,0,0,0,0,0,0,0
180E2,WO,0,0,0,0,0,0,0,0,0
180E3,WO,0,0,0,0,0,0,0,0,0
18051,NG,0,0,0,0,0,0,0,0,0
181A1,WO,0,0,0,0,0,0,0,0,0
181A2,WO,0,0,0,0,0,0,0,0,0
181A3,WO,0,0,0,0,0,0,0,0,0
181A4,WO,0,0,0,0,0,0,0,0,0
181A5,WO,0,0,0,0,0,0,0,0,0
181A6,WO,0,0,0,0,0,0,0,0,0
181B1,WO,0,0,0,0,0,0,0,0,0
181B2,WO,0,0,0,0,0,0,0,0,0
181C1,WO,0,0,0,0,0,0,0,0,0
181C2,WO,0,0,0,0,0,0,0,0,0
181C3,WO,0,0,0,0,0,0,0,0,0
181C4,WO,0,0,0,0,0,0,0,0,0
181C5,WO,0,0,0,0,0,0,0,0,0
181D1,WO,0,0,0,0,0,0,0,0,0
181D2,WO,0,0,0,0,0,0,0,0,0
181D3,WO,0,0,0,0,0,0,0,0,0
181D4,WO,0,0,0,0,0,0,0,0,0
181D5,WO,0,0,0,0,0,0,0,0,0
181E1,WO,0,0,0,0,0,0,0,0,0
181E2,WO,0,0,0,0,0,0,0,0,0
181E3,WO,0,0,0,0,0,0,0,0,0
181E4,WO,0,0,0,0,0,0,0,0,0
181F1,WO,0,0,0,0,0,0,0,0,0
181F2,WO,0,0,0,0,0,0,0,0,0
181F3,WO,0,0,0,0,0,0,0,0,0
181G0,WO,0,0,0,0,0,0,0,0,0
181I0,WO,0,0,0,0,0,0,0,0,0
181J0,WO,0,0,0,0,0,0,0,0,0
18131,NG,0,0,0,0,0,0,0,0,0
18132,NG,0,0,0,0,0,0,0,0,0
18133,NG,0,0,0,0,0,0,0,0,0
18134,NG,0,0,0,0,0,0,0,0,0
18151,NG,0,0,0,0,0,0,0,0,0
18152,NG,0,0,0,0,0,0,0,0,0
18161,NG,0,0,0,0,0,0,0,0,0
18162,NG,0,0,0,0,0,0,0,0,0
18163,NG,0,0,0,0,0,0,0,0,0
18164,NG,0,0,0,0,0,0,0,0,0
18181,NG,0,0,0,0,0,0,0,0,0
18182,NG,0,0,0,0,0,0,0,0,0
182A1,WO,0,0,0,0,0,0,0,0,0
182A2,WO,0,0,0,0,0,0,0,0,0
182A3,WO,0,0,0,0,0,0,0,0,0
182A4,WO,0,0,0,0,0,0,0,0,0
182B1,WO,0,0,0,0,0,0,0,0,0
182B2,WO,0,0,0,0,0,0,0,0,0
182B3,WO,0,0,0,0,0,0,0,0,0
182C1,WO,0,0,0,0,0,0,0,0,0
182C2,WO,0,0,0,0,0,0,0,0,0
182C3,WO,0,0,0,0,0,0,0,0,0
182D1,WO,0,0,0,0,0,0,0,0,0
182D2,WO,0,0,0,0,0,0,0,0,0
182D3,WO,0,0,0,0,0,0,0,0,0
182D4,WO,0,0,0,0,0,0,0,0,0
182D5,WO,0,0,0,0,0,0,0,0,0
182E1,WO,0,0,0,0,0,0,0,0,0
182E2,WO,0,0,0,0,0,0,0,0,0
18231,NG,0,0,0,0,0,0,0,0,0
18232,NG,0,0,0,0,0,0,0,0,0
256A1,WO,0,0,0,0,0,0,0,0,0
256A2,WO,0,0,0,0,0,0,0,0,0
256A3,WO,0,0,0,0,0,0,0,0,0
256A4,WO,0,0,0,0,0,0,0,0,0
256A5,WO,0,0,0,0,0,0,0,0,0
256B1,WO,0,0,0,0,0,0,0,0,0
256B2,WO,0,0,0,0,0,0,0,0,0
256B3,WO,0,0,0,0,0,0,0,0,0
256B4,WO,0,0,0,0,0,0,0,0,0
256B5,WO,0,0,0,0,0,0,0,0,0
256B6,WO,0,0,0,0,0,0,0,0,0
256C1,WO,0,0,0,0,0,0,0,0,0
256C2,WO,0,0,0,0,0,0,0,0,0
256C3,WO,0,0,0,0,0,0,0,0,0
256C4,WO,0,0,0,0,0,0,0,0,0
256D1,WO,0,0,0,0,0,0,0,0,0
256D2,WO,0,0,0,0,0,0,0,0,0
256D3,WO,0,0,0,0,0,0,0,0,0
256E1,WO,0,0,0,0,0,0,0,0,0
256E2,WO,0,0,0,0,0,0,0,0,0
256E3,WO,0,0,0,0,0,0,0,0,0
256E4,WO,0,0,0,0,0,0,0,0,0
256F1,WO,0,0,0,0,0,0,0,0,0
256F2,WO,0,0,0,0,0,0,0,0,0
256F3,WO,0,0,0,0,0,0,0,0,0
256F4,WO,0,0,0,0,0,0,0,0,0
256F5,WO,0,0,0,0,0,0,0,0,0
256F6,WO,0,0,0,0,0,0,0,0,0
256G1,WO,0,0,0,0,0,0,0,0,0
