Waldort,WE-Typ,bz_rows,ba_rows,S,MA,Fl,LH,NH,Dring,Zeit,Bew,Sch,Rueck,Text
256L0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
256M0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
256N1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
256N2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
256O1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
256O2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
256P0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
256Q0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
256R0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
256S0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
256T0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
256U0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
25631,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25632,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
257A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257A3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
257A4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257A5,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
257A6,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
257A7,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
257B0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
257C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
257C2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257C3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257D1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
257D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257D3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257D4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257D5,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257E1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
257E2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257E3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257E4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257E5,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257E6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257E7,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257F1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
257F2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257F3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257G0,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
257H1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257H2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257I1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257I2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257I3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257J1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
257J2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257K1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257K2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257L1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257L2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257M1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257M2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257M3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257M4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257N1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257N2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257O1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257O2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257O3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257P1,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
257P2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257Q1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257Q2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257R1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257R2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257R3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257S1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
257S2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
257S3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257T1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257T2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257T3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257U0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
257V1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257V2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
257W1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
257W2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257W3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
257X0,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
25731,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25732,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25733,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25741,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
258A1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258A2,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
258B0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258C1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
258C2,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
258D1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258D2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258D3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258E1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258E2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258F1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
258F2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258F3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258F4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258F5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258F6,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
258G1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258G2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258G3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258G4,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258H1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258H2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258H3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258I0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
258J1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258J2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258K1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258K2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258K3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258K4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258L1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258L2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258M1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258M2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258M3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258M4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258M5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258M6,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258N1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258N2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
258N3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258O1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258O2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258O3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
258P1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258P2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258Q1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
258Q2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
258Q3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258R1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
258R2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
258S1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
258S2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
258S3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
25811,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25832,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25841,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25842,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
25843,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
701A0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
701B1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
701B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
701B3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
70131,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
702A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
702A3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
702A4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702B1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
702B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702B3,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
702B4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
702B5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
702C1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
702C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702C3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702C4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
702D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702E1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
702E2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
702E3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
702E4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
70231,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70241,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70242,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
703A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703A2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
703A3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703A4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703A5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703A6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703B1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
703B2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703B3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703B4,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
703B5,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
703C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
703C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703C3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
703C4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703C5,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
703C6,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
703C7,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
703D1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703D3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
703D4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
703E1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
703E2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
703E3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
703E4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
70331,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70341,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
704A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704A3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
704B1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
704B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704B3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704B4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
704B5,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704C1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
704C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
704D1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704D2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
704E1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
704E2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704E3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
704E4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704E5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
704E6,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
704E7,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
704F1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
704F2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
704G1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
704G2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
704G3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
704G4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
704G5,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
70431,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70491,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
705A1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
705A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705B1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
705B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
705B3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
705B4,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
705B5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
705B6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
705B7,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
705C1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
705C2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
705D1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
705D3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705D4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
705E0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705F1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
705F2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
70531,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70541,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70591,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
706A1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
706A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706A3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706A4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706A5,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706A6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
706B0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706C1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
706C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
706D0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
706F0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
706G0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
706H0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
70631,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70641,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70642,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
707A1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707A3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
707A4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707A5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
707B1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
707B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
707C1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
707C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
707C3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707D1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707D2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707D3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
707D4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707E1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
707E2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707E3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
707E4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
707F0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
70731,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70741,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
708A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
708A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
708A3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
708A4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
708A5,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
708A6,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
708A7,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
708B1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
708B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
708C1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
708C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
708C3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
708D1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
708D2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
708D3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
70831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70841,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70851,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70891,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
709A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
709A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
709A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
709B1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
709B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
709B3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
709C0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
709D0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
709E1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
709E2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
709F0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
70931,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70932,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70941,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70951,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
710A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
710A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
710B1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
710B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
710B3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
710B4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
710C0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
710D1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
710D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
710D3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
71031,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71041,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
711A1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
711A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
711B1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
711B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711B3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711C1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711C2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711D1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711D2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
711D3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711D4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711E1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
711E2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711E3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711F1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
711F2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
711F3,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
71131,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71141,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71142,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
712A1,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
712A2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
712A3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
712B1,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
712B2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
712C1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
712C2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
712D1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
712D2,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
712D3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
712E1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
712E2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
71241,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
713A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713A2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
713A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
713A4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
713B1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
713B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
713C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
713C2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
713D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
713D2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
713D3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
713E1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
713E2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713E3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713E4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713F1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
713F2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713F3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713F4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713G1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713G2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713G3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713H0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713I0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
713J1,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
713J2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
71311,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
714A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
714A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
714A3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
714B1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
