Waldort,WE-Typ,bz_rows,ba_rows,S,MA,Fl,LH,NH,Dring,Zeit,Bew,Sch,Rueck,Text
085C0,WO,0,4,1,LI,1.32,120,70,2,1,2,4,35,BU/LA/KI dimensionieren
085D1,WO,0,4,1,LI,1.32,40,130,1,2,2,4,35,0
085D2,WO,0,2,1,DF,1.09,0,60,1,1,2,4,35,0
085E0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
085F1,WO,0,3,1,DF,0.18,0,10,2,1,2,2,31,0
085F2,WO,0,2,1,DF,1.0,0,90,1,1,2,4,35,noch keine Gassen
085F3,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
085F4,WO,0,4,1,DE,1.0,0,55,2,1,2,4,35,0
08531,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08532,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08533,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08534,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08541,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
086A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
086A2,WO,0,2,1,ZE,0.0,0,30,3,1,2,2,31,0
086B1,WO,0,3,1,LI,1.0,80,40,1,2,2,4,35,"Gassen anlegen und seitliche Entnahme, TA VJ schonen"
086B2,WO,0,3,1,DF,0.32,0,30,1,1,2,1,30,0
086B3,WO,0,2,1,DF,1.07,0,70,2,1,2,4,35,"Gassen anlegen und vorsichtig entnehmen, DE verpasst"
086C1,WO,0,3,1,ZE,0.0,0,40,3,1,2,4,35,0
086C2,WO,0,2,1,DF,0.29,0,10,1,1,2,2,31,0
08631,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08632,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
087A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
087A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
087B1,WO,0,3,1,DF,0.88,30,40,2,1,2,2,31,0
087B2,WO,0,2,1,DF,0.56,0,40,1,1,2,4,35,KI Kronenpflege
087B3,WO,0,2,1,DF,0.56,0,30,1,1,2,4,35,KI Kronenpflege
087C1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
087C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
087C3,WO,0,3,1,DF,0.63,0,30,1,1,2,2,31,0
087D1,WO,0,6,1,LI,1.5,180,20,1,2,2,2,30,im Osten nutzen
087D2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
087E0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
087F0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
08731,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08732,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08733,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
088A1,WO,0,6,1,ZV,0.0,0,130,3,1,2,2,30,NVJ schonen
088A2,WO,0,1,1,DE,0.4,0,20,1,1,2,2,31,0
088A3,WO,0,2,1,AG,0.62,0,0,1,1,1,0,0,AH Asten
088B1,WO,0,5,1,ZE,0.0,0,200,3,1,2,2,30,0
088B2,WO,0,1,1,DF,0.52,0,40,1,1,2,2,30,0
088B3,WO,0,2,1,DE,0.95,20,0,1,1,3,1,10,Kleinstock
088C1,WO,0,3,1,JF,0.3,0,30,1,1,2,2,30,0
088C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
088C3,WO,0,1,1,DF,0.25,0,20,1,1,2,2,31,direkt neben Straße
08831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08832,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
089A1,WO,0,2,1,JF,0.2,0,50,1,1,2,2,30,alternativ Harvester mit Beischlägerung
089A2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
089A3,WO,0,5,1,DE,0.75,0,30,1,1,2,2,31,direkt neben Forstweg
089B1,WO,0,3,1,DF,1.6,0,120,1,1,2,2,30,0
089B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
089B3,WO,0,2,1,DE,0.65,0,30,1,1,2,2,31,0
089C1,WO,0,6,1,ZE,0.0,0,200,3,1,2,1,30,Doppelbloch
089C2,WO,0,2,1,DF,1.3,0,80,1,1,2,4,35,0
089C3,WO,0,1,1,AG,0.04,0,0,1,1,1,0,0,AH Asten!
089C4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
089D0,WO,0,2,1,DF,0.8,0,70,1,1,2,1,30,KI/BU Kronenpflege
089E0,WO,0,3,1,DF,4.0,180,200,1,1,2,1,30,BU/KI Kronenpflege
089F0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
08931,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08932,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
08941,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
090A1,WO,0,3,1,RM,0.5,60,180,2,3,2,1,30,alternativ mit G0 gemeinsam
090A2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
090B1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
090B2,WO,0,1,1,DF,1.0,0,80,1,1,2,2,31,im O und neben Straße
090B3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
090B4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
090B5,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
090C1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
090C2,WO,0,2,1,DE,1.0,0,50,1,1,2,2,30,0
090D0,WO,0,2,1,DF,2.0,0,150,1,1,2,4,35,"Stabilitätspflege, KI fördern"
090E0,WO,0,5,1,DF,1.8,10,130,1,1,2,2,30,"NVJ schonen, Kronenpflege bei Altschicht"
090F1,WO,0,6,1,JF,0.5,10,40,2,1,2,1,30,0
090F2,WO,0,3,1,DF,1.07,0,50,2,1,2,4,35,0
090G0,WO,0,2,1,LI,1.48,270,0,1,2,2,2,30,Dimensionieren
090H0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
090I1,WO,0,4,1,LI,0.66,20,60,1,2,2,2,30,0
090I2,WO,0,7,1,ZV,0.0,0,30,3,1,2,2,30,0
090I3,WO,0,4,1,ZV,0.0,0,140,3,1,2,2,30,0
090J0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
09031,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09032,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09033,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09081,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
091A1,WO,0,4,1,DF,1.7,0,170,1,1,2,2,30,VJ möglichst schonen
091A2,WO,0,6,1,ZV,0.0,0,20,3,1,2,2,31,0
091A3,WO,0,1,1,DF,1.24,0,70,1,1,2,4,35,0
091B1,WO,0,3,1,LI,0.26,0,30,1,1,2,1,31,0
091B2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
091B3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
091B4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
091B5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
091C1,WO,0,4,1,RM,0.7,0,270,2,3,2,4,35,mit Beischlägerung sonst Schlepper!
091C2,WO,0,4,1,DE,0.74,0,40,1,1,2,4,35,LH in Mischung erhalten
091C3,WO,0,4,1,DP,0.5,0,0,1,1,1,0,0,Artenreichtum erhalten
091C4,WO,0,4,1,DP,0.8,0,0,1,1,1,0,0,Mischbaumarten fördern
091D0,WO,0,3,1,LI,1.5,0,180,1,2,2,2,30,"Doppelbloch, VJ einleiten"
091E1,WO,0,6,1,ZN,0.95,0,100,1,2,2,1,30,alternativ Harvester mit Beischlägerung
091E2,WO,0,2,1,DE,0.5,0,20,1,1,2,2,31,direkt neben Straße
091F0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
09141,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
092A1,WO,0,6,1,DF,8.0,190,210,1,1,2,4,35,Zuwachs Lenkung auf vitale und Individuen besserer Qualität (BU)
092A2,WO,0,2,1,DF,0.27,0,20,1,1,2,4,35,Mischbaumarten fördern
092B0,WO,0,6,1,DF,9.0,0,640,1,1,2,4,35,"Kronenpflege bei KI, Mischbaumarten erhalten"
092C0,WO,0,4,1,DF,3.6,0,170,2,1,2,4,35,EI/BU fördern
092D0,WO,0,4,1,DF,0.0,20,110,2,1,2,4,35,wenn möglich gemeinsam mit C0 DF
092E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
092T0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
09231,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09241,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
093A1,WO,0,6,1,JF,0.8,0,80,2,1,2,4,35,0
093A2,WO,0,3,1,DF,1.13,10,40,2,1,2,4,35,Mischbaumarten fördern
093A3,WO,0,5,1,PA,0.52,0,0,1,1,2,0,0,LH teils sehr protzig
093A4,WO,0,2,1,DE,0.22,0,10,2,1,2,4,35,0
093B1,WO,0,3,1,DF,0.32,0,10,2,1,2,4,35,gemeinsam mit B2
093B2,WO,0,3,1,DF,1.46,0,90,2,1,2,4,35,0
093B3,WO,0,2,1,DE,0.25,0,10,1,1,2,4,35,0
093B4,WO,0,2,1,DE,0.29,0,20,2,1,2,4,35,0
093C1,WO,0,6,1,JF,1.8,0,190,1,1,2,4,35,"VJ freistellen, minderwüchsige KI/FI entnehmen"
093C2,WO,0,1,1,DE,0.29,0,10,1,1,2,1,90,Vitale KI fördern
093C3,WO,0,4,1,DF,1.5,0,80,2,1,2,4,35,LH erhalten
093D1,WO,0,6,1,DF,2.3,0,170,1,1,2,4,35,"KI Kronenpflege, BHD noch zu gering"
093D2,WO,0,6,1,DF,0.52,0,30,1,1,2,2,31,sehr uneben durch Holwege
093E1,WO,0,4,1,DF,0.3,0,10,1,1,2,4,35,"alternativ mit Traktor, gemeinsam mit DE in E3"
093E2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
093E3,WO,0,3,1,DE,2.0,0,110,1,1,2,2,31,durch Holzweg recht uneben
093E4,WO,0,3,1,AG,0.2,0,0,1,1,2,0,0,0
093F0,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
094A1,WO,0,9,1,DP,1.0,0,0,1,1,1,0,0,Trieblausbefall einschränken + bejagen
094A2,WO,0,2,1,DF,0.27,0,10,2,1,2,4,35,gemeinsam mit A4 möglich
094A3,WO,0,2,1,DE,0.3,10,0,2,1,2,1,31,Kleinstock
094A4,WO,0,4,1,DE,0.76,0,30,1,1,2,4,35,0
094A5,WO,0,4,1,DE,1.4,0,70,1,1,2,4,35,"Mischbaumarten erhalten, LH wenn noch nicht stark genug dicht lassen"
094B1,WO,0,9,1,PL,0.3,0,30,2,1,2,4,35,"Im N, TA belassen"
094B2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
094B3,WO,0,5,1,DF,0.48,0,30,1,1,2,4,35,0
094C1,WO,0,8,1,ZV,0.0,0,40,3,1,2,4,35,0
094C2,WO,0,3,1,DE,0.29,10,0,3,1,2,2,31,0
094C3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
094D1,WO,0,6,2,DF,0.6,0,30,2,1,2,2,31,TA Kronenpflege
094D2,WO,0,6,1,DF,0.45,0,40,1,1,2,1,31,0
094D3,WO,0,7,1,AG,0.6,0,0,1,1,1,0,0,Traubeneiche
094E1,WO,0,7,1,ZV,0.0,10,30,3,1,2,4,35,0
094E2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
094T0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
09431,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09432,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09441,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09471,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
095A1,WO,0,3,1,DF,2.5,10,120,1,1,2,4,35,Kronenpflege
095A2,WO,0,2,1,DF,2.8,0,150,1,1,2,4,35,"Vitale fördern, LH erhalten"
095A3,WO,0,3,1,DF,2.8,0,180,2,1,2,4,35,0
095B1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
095B2,WO,0,3,1,DF,0.76,0,30,2,1,2,2,31,LH und TA fördern
095B3,WO,0,5,1,DE,1.29,0,50,1,1,2,2,31,pfleglicher als Harvester
095C1,WO,0,6,1,DP,1.1,0,0,2,1,1,0,0,Mischbaumarten fördern
095C2,WO,0,1,1,DF,0.36,0,20,1,1,2,4,35,0
095C3,WO,0,4,1,DF,0.33,0,10,2,1,2,4,35,0
095C4,WO,0,3,1,DF,0.33,0,10,2,1,2,4,35,0
095C5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
095C6,WO,0,2,1,DE,2.4,0,140,2,1,2,4,35,2 Teilflächen!
095D1,WO,0,7,1,JF,1.8,10,150,2,1,2,2,30,oder Harvester mit Beischlägerung
095D2,WO,0,4,1,ZV,0.0,0,30,3,1,2,2,31,0
095D3,WO,0,1,1,DF,0.28,0,10,1,1,2,2,31,alternativ Harvester
095D4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
09531,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
096A1,WO,0,3,1,DF,1.11,0,60,1,1,2,4,35,gemeinsam mit DE in A3
096A2,WO,0,4,1,DF,0.71,0,40,1,1,2,4,35,gemeinsam mit A3/A1 nutzen
096A3,WO,0,3,1,DE,1.8,0,90,1,1,2,4,35,0
096A4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
096A5,WO,0,2,1,AG,0.93,0,0,2,1,1,0,0,0
096A6,WO,0,2,1,AG,0.06,0,0,1,1,2,0,0,RE asten! sonst Wertminderung
096B1,WO,0,5,1,JF,1.0,0,110,1,1,2,4,35,mit Beischlägerung oder Atlaskern!
096B2,WO,0,3,1,DF,0.7,0,40,1,1,2,4,35,QP fördern
096B3,WO,0,1,1,DF,0.25,0,10,1,1,2,4,35,0
096B4,WO,0,5,1,AG,0.06,0,0,1,1,1,0,0,RE
096C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
096C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
096C3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
096C4,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
096C5,WO,0,4,1,DE,1.6,0,80,1,1,2,4,35,0
096C6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
096D1,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
096D2,WO,0,7,1,RM,0.41,0,130,3,1,2,1,30,TA VJ unbedingt erhalten
096E1,WO,0,3,1,DF,0.26,0,20,1,1,2,1,31,LH/TA fördern
096E2,WO,0,3,1,DE,0.8,0,30,1,1,2,1,31,0
096E3,WO,0,4,1,DE,0.58,0,20,1,1,2,1,31,TA/LH fördern FI entnehmen
096F1,WO,0,7,1,UE,0.0,0,100,1,1,2,4,35,Beischlägerung
096F2,WO,0,4,1,DF,4.8,0,440,1,1,2,4,35,"Gassen anlegen, AH Kegel freistellen"
096F3,WO,0,2,1,DF,1.9,0,110,1,1,2,4,35,mit Beischlägerung
096G0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
09631,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09641,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
097A1,WO,0,5,1,TR,8.0,0,540,2,1,2,4,35,0
097A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
097A3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
097A4,WO,0,3,1,DE,1.0,0,40,2,1,2,1,31,Abgabe an Kleinstock oder gemeinsam mit C1 nutzen
097B1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
097B2,WO,0,6,1,DF,0.3,0,10,2,1,2,1,31,an Straßenrand TA/DG/LH pflegen
097B3,WO,0,2,1,DF,1.69,20,100,2,1,2,4,35,QP fördern
097C1,WO,0,5,1,LI,2.5,0,240,2,1,2,4,35,unbedingt Beischlägerung! um ältere TA VJ nicht zu schädigen
097C2,WO,0,3,1,DE,0.31,0,10,1,1,2,1,31,0
098A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
098A2,WO,0,3,1,DF,0.9,0,70,1,1,2,4,35,0
098A3,WO,0,2,1,DF,0.35,0,10,2,1,2,4,35,0
098A4,WO,0,1,1,DF,0.23,0,10,2,1,2,4,35,bei Schadereignis nutzen
098A5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
098B1,WO,0,2,1,DF,2.2,0,150,1,1,2,4,35,Kronenpflege
098B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
098B3,WO,0,1,1,DF,1.56,0,110,1,1,2,4,35,0
098B4,WO,0,7,1,DF,0.76,0,30,1,1,2,4,35,gemeinsam mit B3 nutzen
098C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
098C2,WO,0,3,1,DF,0.47,0,30,1,1,2,4,35,gemeinsam mit C3/4 nutzen
098C3,WO,0,3,1,DE,0.65,0,40,1,1,2,4,35,gemeinsam mit C4 nutzen
098C4,WO,0,3,1,DE,1.0,0,50,1,1,2,4,35,gemeinsam mit C3
098D1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
098D2,WO,0,4,1,DF,0.69,0,50,1,1,2,4,35,0
098D3,WO,0,1,1,DF,2.54,0,190,1,1,2,4,35,0
098D4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
098D5,WO,0,1,1,DE,0.5,0,20,2,1,2,4,35,alternativ DE 90
098E1,WO,0,5,1,JF,1.0,0,80,2,1,2,1,30,alternativ Harvester mit Beischlägerung! (VJ schonen!)
098E2,WO,0,3,1,DF,0.78,0,40,1,1,2,1,30,alternativ Harvester
098E3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
098E4,WO,0,8,2,AG,0.02,0,0,1,1,1,0,0,RE/AH/QP
098E5,WO,0,5,1,AG,0.06,0,0,1,1,1,0,0,LH pflegen
098F1,WO,0,5,3,NB,0.1,0,0,1,1,1,0,0,mit DG NB
098F2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
098F3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
098F4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
098G1,WO,0,5,1,DF,3.0,0,150,1,1,2,4,35,0
098G2,WO,0,2,1,DF,2.0,0,130,2,1,2,4,35,0
098H1,WO,0,7,1,ND,5.1,0,250,2,1,2,4,35,alternative Traktor mit Krananhänger
098H2,WO,0,5,1,DF,0.26,0,20,2,1,2,4,35,RE berücksichtigt
098H3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
09831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09841,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09871,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
099A0,WO,0,10,0,0,0.0,0,0,0,0,0,0,0,0
09951,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09952,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09991,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09992,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09993,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09994,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09995,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09996,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09997,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09998,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
09999,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
099910,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
099911,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
100A1,WO,0,7,1,DF,1.28,0,60,1,1,2,4,35,LA/TA fördern
100A2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
100A3,WO,0,6,1,DF,0.52,0,30,1,1,2,4,35,"QP freistellen, FI entnehmen"
100B1,WO,0,2,1,DF,1.0,0,70,1,1,2,4,35,mit Beischlägerung
100B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
100B3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
100B4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
100C1,WO,0,1,1,DF,1.69,0,80,3,1,2,4,35,Kronenpflege mitte bis ende Dezennium
100C2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
100D1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
100D2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
100D3,WO,0,4,1,DF,1.0,0,70,1,1,2,4,35,0
100D4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
100D5,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
100E1,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
100E2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
100E3,WO,0,4,1,DF,1.0,10,40,1,1,2,4,35,0
100E4,WO,0,6,1,DF,0.3,0,20,1,1,2,4,35,0
100E5,WO,0,2,1,DE,0.36,0,20,1,1,2,4,35,alternativ mit Traktor! LH fördern
100F1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
100F2,WO,0,2,1,DE,0.14,10,0,1,1,2,1,31,AH auf Stammbeschattung achten!
10031,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10071,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
101A1,WO,0,4,1,ZV,0.0,10,100,3,1,2,1,30,0
101A2,WO,0,1,1,DF,0.21,0,10,1,1,2,4,35,0
101A3,WO,0,4,1,DE,0.33,0,20,1,1,2,1,31,LA stark freistellen
101A4,WO,0,5,1,DE,0.85,20,10,2,1,2,1,31,0
101A5,WO,0,2,1,AG,0.11,0,0,1,1,1,0,0,verpasste Astung sogut es geht nachholen
101A6,WO,0,1,1,DP,0.15,0,0,2,1,1,0,0,LA Kronenpflege
101B0,WO,0,4,1,ND,1.2,0,60,1,1,2,1,30,"LA freistellen, Negativauslese"
101C1,WO,0,2,1,LI,1.15,160,0,1,1,2,1,30,Steinbuche erhalten!
101C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
101D0,WO,0,5,1,LI,2.0,0,200,1,1,2,1,30,"LA fördern, FI entnehmen"
101E0,WO,0,6,1,ZV,0.0,0,200,3,1,1,1,30,0
101F0,WO,0,10,0,0,0.0,0,0,0,0,0,0,0,0
101G1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
101G2,WO,0,7,1,DE,0.3,10,10,1,1,2,1,31,"ES entnehmen, FI pflegen"
101G3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
101H1,WO,0,3,1,ZV,0.0,0,100,3,1,2,4,35,0
101H2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
101I0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
101J0,WO,0,5,1,ZV,0.0,80,90,3,1,3,2,23,0
101K0,WO,0,5,1,LI,1.3,0,130,1,2,2,4,35,0
101L1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
101L2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
10131,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10132,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
102A1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
102A2,WO,0,3,1,AG,0.06,0,0,1,1,1,0,0,AH
102B1,WO,0,7,1,ZN,1.6,20,230,2,1,2,1,31,Bodenzug
102B2,WO,0,2,1,DE,0.44,0,10,1,1,2,1,90,0
102C0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
102D0,WO,0,3,1,ZV,0.0,0,150,3,1,2,1,23,0
102E0,WO,0,1,1,DF,1.43,0,70,3,1,2,4,35,"LH fördern, Mistelbefall eindämmen, vitale KI fördern"
102F0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
102G0,WO,0,3,1,ND,1.7,0,100,1,1,2,4,35,QP/BU fördern
10231,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
103A1,WO,0,6,1,ZE,0.0,0,200,3,1,2,4,35,0
103A2,WO,0,1,1,DE,0.09,0,10,2,1,2,1,31,ende Dezennium
103B1,WO,0,1,1,ZE,0.0,0,50,3,1,2,4,35,0
103B2,WO,0,2,1,DF,1.16,0,60,1,1,2,4,35,LA freistellen
103C0,WO,0,3,1,DF,1.7,40,40,1,1,2,2,30,alternativ Bodenzug
103D1,WO,0,4,1,DF,3.5,0,150,2,1,2,4,35,Kronenpflege
103D2,WO,0,2,1,DF,0.25,0,10,3,1,2,4,35,0
103D3,WO,0,1,1,DF,0.66,0,30,1,1,2,4,35,TA/KI freistellen
103E1,WO,0,3,1,ZV,0.0,0,150,3,1,2,1,30,0
103E2,WO,0,1,1,AG,0.11,0,0,1,1,1,0,0,RE
103F0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
103G1,WO,0,4,1,DF,4.0,0,290,1,1,2,4,35,Stabilitätspflege
103G2,WO,0,1,1,DE,0.2,0,10,1,1,2,4,35,DG im O
103G3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
10331,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10332,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10341,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10381,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10382,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
104A0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
104B0,WO,0,4,1,DF,2.5,200,0,1,1,2,4,35,EI unbedingt erhalten! alternativ mit Schlepper
104C0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
104D0,WO,0,4,1,DF,1.1,10,60,1,1,2,2,23,0
104E0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
104F0,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
104G0,WO,0,4,1,DF,0.8,10,30,1,1,2,1,30,"dichte KI pflegen, LH fördern, FI entnehmen"
10431,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10432,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10441,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
105A1,WO,0,7,1,ZE,0.0,0,30,2,3,1,23,23,0
105A2,WO,0,3,1,DF,0.77,10,30,1,1,2,1,10,steinig
105A3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
105B1,WO,0,5,1,ZV,0.0,0,60,3,1,2,4,35,0
105B2,WO,0,3,1,DF,2.0,0,110,1,1,2,4,35,Stabilitätspflege LA/KI/TA freistellen
105C1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
105C2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
105C3,WO,0,5,1,DP,0.78,0,0,1,1,2,0,0,TA/LH fördern
105D0,WO,0,5,1,SB,4.9,0,280,2,2,2,4,35,"TA und vitale KI fördern, NVJ ja nicht ausfallen lassen"
105E1,WO,0,4,1,DF,1.4,0,120,1,1,2,4,35,alternativ Seilkran
105E2,WO,0,2,1,DF,0.59,0,40,2,1,2,4,35,0
